GlAccount,LongDescription,ShortDescription
64000320,GEN:Rental Cap Cost Recovery,GEN:Rental Cap Cost
64000322,GEN:Rent Cap Cost Rec - Labour,GEN:Rt Cap C Rc - Lr
64000330,MISC: Cash over / under,MISC: Cash over / un
64000800,MISC: Union Strike Costs,MISC: Union Strike C
64005100,G&A:Vendor Interest Charges,G&A:Vendor Interest
64005110,G&A:Vol Rebate - Commissions,G&A:Vol Rebate - Com
64010190,FAC:Storage,FAC:Storage
64010200,FAC:Building Lease/Rent,FAC:Building Lease/R
64010201,FAC: Parking,FAC: Parking
64010202,FAC:Building Lease IFRS 16 CR,FAC:Build Les IFRS
64010210,FAC:Security,FAC:Security
64010220,FAC:Janitorial Services,FAC:Janitorial Serv
64010230,FAC:Building Supplies,FAC:Building Supplie
64010240,FAC: Building Repairs & Maint,FAC: Buil Rer & Mt
64010260,UTIL:Gas,UTIL:Gas
64010270,UTIL:Water,UTIL:Water
64010280,UTIL:Hydro,UTIL:Hydro
64010281,UTIL:  Utilities Acqrds,UTIL:  Utilis Acqrds
64010720,FAC: Property Tax,FAC: Property Tax
70000010,TAX: Filing Tax Fee,TAX: Filing Tax Fee
70000030,TAX:Capital Tax,TAX:Capital Tax
70000515,INCTAX: OCT,INCTAX: OCT
70000521,INCTAX: LCT (Security),INCTAX: LCT (Secu)
70000530,TAX:Future Tax Provision,TAX:Future Tax Prov
70000531,TAX:Tax Provision (IFRS 16),TAX:Tax Provision
70000598,TAX: Tax - Acquisition,TAX: Tax - Acquisit
73000100,Interest on Short-Term Debt,Interest on Short-T
73000101,Other Interest - Security,Other Interest - Sec
73000102,Other Interest,Other Intere
73000105,LTINT:Interest I/C Loan to NEC,LTINT:Interst I/C Ln
72000106,Other Interest-Fwd Contract FV,Other Interet-Fwd Cn
73000110,STINT:Non-Deductible Interest,STINT:Non-Deductible
73000130,AMORT:Long term Def Fin Costs,AMORT:Long term Def
73000131,AMORT:Short term Def Fin Costs,AMORT:Short term Def
73000136,Other Financing Costs (Budget),Other Financing Cost
73000137,AMORT:Basis adj US$250M,AMORT:Basis adj US$
73000138,AMORT:Basis adj US$100M,AMORT:Bas adj US$
73000141,Interest-Long Term(Security),Interest-Long Term
73000142,Interest on USD $185 M,Int on USD $185M
73000143,Interest on USD $ 69 M,Int on USD $ 69M
73000150,Other Financing Costs,Other Financing Cost
73000151,Interest on US$250M &$100M LTD,Interest on US$250
73000152,LTINT:Int on embd opt US$250M,LTINT:Int EO US$250M
73000153,LTINT:Int on embd opt US$100M,LTINT:Int EO US$100M
73000300,INT: Leased Capital Assets,INT: Leased Capit
73000320,INT: Leased Buildings,INT: Leased CA
74000010,DEP:Vehicles,DEP:Vehicles
74000020,DEP:Tools,DEP:Tools
74000030,"DEP:Furniture, Fixtures and Of","DEP:Furniture, Fixt"
74000050,DEP:Leasehold Improvements,DEP:Leasehold Imp
74000080,DEP:Computer Hardware,DEP:Computer Hard
74000085,DEP:Hndhld/Trdshw Bth 3 yrs SL,DEP:Hndhld/Trdshw Bt
74000110,DEP:Communications Equipment,DEP:Communication Eq
74000120,DEP:Warehouse Equipment,DEP:Warehouse Eq
74000130,DEP:Fixed Assets,DEP:Fixed Assets
74100502,DEP:Res RWH-Gas PV,DEP:Res RWH-Gas PV
74100504,DEP:Res RWH-Gas DV,DEP:Res RWH-Gas DV
74100506,DEP:Res RWH-Gas CV,DEP:Res RWH-Gas CV
74100550,DEP:Res RWH- Heating,DEP:Res RWH- Heating
74100560,DEP:Comm RWH-Gas Tanks,DEP:Comm RWH-Gas T
74100562,DEP:CommReco WH-GasTanks,DEP:CommReco WH-GasT
74100575,DEP:Electric RWH- New Tanks,DEP:Elect RWH-NewT
74100585,DEP:Rental HVAC-Air Conditionr,DEP:Rentl HVAC-Air C
74100590,DEP:Rental HVAC-Furnaces,DEP:Rental HVAC-Furn
74100595,DEP:Rental HVAC-Other,DEP:Rental HVAC-Ot
74100630,DEP: Smart Home,DEP: Smart Home
74200829,DEP:HVAC Cust Rltp Int Gen,DEP:HVAC Cust Rlp IG
74200833,DEP:CustRltp IntGen Comm,DEP:CustRltp IntGn C
74200836,DEP:Prop Mgmt Retention Allowa,DEP:Prop Mgmt tn All
74308000,DEP: Leased Capital Assets-SGA,DEP: Leased C A-SGA
74300310,"DEP: Leased Capital Assets-COS ",DEP: Leased Ca A
74318100,DEP: Leased Buildings,DEP: Leased Building
74400813,AMORT: Field,AMORT: Field
74400803,AMORT:Trademarks,AMORT:Trademarks
74400808,AMORT: TAS Plumbing,AMORT: TAS Plumbing
74400809,AMORT: Simply Smart,AMORT: Simply Smart
74400815,AMORT: Simply Energy,AMORT: Simply Energy
74400817,AMORT: Bronco Plumbing,AMORT: Bronco Plumb
74400819,AMORT:Simply Green Crown Crest,AMORT:Simply Gren CC
74400820,AMORT:Dealer & Builder Relnships,AMORT:Delr & Bld Rlp
74400821,AMORT: Cust Rltp Ext Genesis,AMORT: CR Ext Gen
74400822,AMORT: Cust Rltp Ext Gen Viva,AMORT: CR Ext Gen Vi
74400823,AMORT: Cust Rltp Ext Gen Utile,AMORT: CR Ext Gen Ut
74400824,AMORT:Cust Rltp Ext Gen RentAH,AMORT:CR Ext Gen RnH
74400825,AMORT:Ciust Rltp Ext Gen Enwi,AMORT:CR Ext Gen Enw
74400826,AMOR: Cust Rltp Ext Gen Enwin,AMOR: CR Ext Gen En
74400827,AMORT:Cust Rltp Ext Gen Maxium,AMORT:CR Ext Gen Mxm
74400829,AMORT:NHS Intangible Assets,AMORT:NHS IA
74400831,AMORT:CustRltp ExtGen LivClean,AMORT:CR ExtGen LC
74400834,AMORT: Cust Rltp Ext Gen Sears,AMORT: CR Ext Gen S
74400835,AMORT:Cust Rltp Ext Gen Summit,AMRT:CR Ext G Summit
74400837,AMORT:Cust Rltp Ext Gen Lennox,AMORT:CR Ext Gen Len
74400838,AMORT: Cust Rltp Ext Gen NRG,AMORT: CR Ext Gn NRG
74400839,AMORT:CustRltp ExtGen Alliance,AMORT:CR ExtGn All
74400840,AMORT:Application Software,AMORT:App Software
74400842,AMORT:Intngbl Appl SW INTERNAL,AMORT:I Appl SW INT
74400802,AMORT: IFS Project Phoenix,AMORT: IFS Pro Phx
74400828,AMORT:Customer Base,AMORT:Customer Base
74400898,AMORT: Intngbl Asset-CANCO,AMORT: IA-CANCO M
74400843,AMORT: Cust Rltp Ext Gen Utilebill2,AMORT:CR Ext Gen Ut2
74408981,AMORT::Intgbl Application Software Post CANCO,AMORT:Int Ap S P CAN
75000100,OTH:Proceeds - Non Rental FA,OTH:Proceeds - No
75000105,OTH:NBV - Non Rental FA,OTH:NBV - Non Rental
75000110,OTH:Gain/Loss - Non Rental FA,OTH:Gain/Loss - Non
75000200,OTH: Gain on Reinstalls,OTH: Gain on Reinst
75000215,RENT:Gain or Loss-Furnace Rent,RENT:Gain or L-Fr Rt
75000220,RENT:Gain or Loss,RENT:Gain or Loss
75000222,RENT:Gain or Loss - OHE W/H,RENT:G/L - OHE W/H
75000300,OTH:Gain/Loss-Leased Cap Asset,OTH:Gain/Loss-Leased
75000305,Gain/Loss-Leased Bldg (IFRS16),Gain/Loss-Leased Bld
75000310,OTH:Proceeds Finance Lease,OTH:Proceeds Finance
75000315,OTH:NBV Finance Lease,OTH:NBV Finance Leas
75000465,REV: Net Book Value - Buyouts,REV: Net Book Val- B
75000466,REV: Buyouts Proceeds,REV: Buyouts Proceed
75000470,REV:Gain on Forced Buyouts-Gas,REV:Gn on For Bs-Gas
75000475,REV:Gain on Forced Buyouts-OHE,REV:Gaon Fod Buy-OHE
75000480,REV:Loss on Cust. Relnshp-FA,REV:L Cust. Reshp-FA
75005100,OTH: Loss on Retirements,OTH: Loss on Retirem
75010600,OTH: Loss on Intangibles,OTH: Loss on Intang
75010690,OTH:Loss on IA(Acq post CANCO),OTH:Loss on IA(Acq
76000100,OTH: Earn-out Gain,OTH: Earn-out Gain
79000010,"Realized AR FX Gains                   ",Real  AR FXGain
79000020,"Realized AR FX Losses                  ",Real AR FXLoss
79000030,"Realized AP FX Gains                   ",Real AP FXGain
79000040,"Realized AP FX Losses                  ",Real AP FXLoss
79000050,"Realized Cash and cash equivalents FX Gains     ",Real Casheq FXGain
79000060,"Realized Cash and cash equivalents FX Losses    ",Real Casheq FXLoss
79000070,"Realized Intercompany FX Gains   ",Real Inter FXGain
79000080,"Realized Intercompany FX Losses  ",Real Inter FXLoss
79000100,FX:FX transltn US invtry purch,FX:FX transln US inv
79000210,"Unrealized AR FX Gains                   ",UnReal  AR FXGain
79000220,"Unrealized AR FX Losses                  ",UnReal AR FXLoss
79000230,"Unrealized AP FX Gains                   ",UnReal AP FXGain
79000240,"Unrealized AP FX Losses                  ",UnReal AP FXLoss
79000250,"Unrealized Cash and cash equivalents FX Gains     ",UnReal Casheq FXGain
79000260,"Unrealized Cash and cash equivalents FX Losses    ",UnReal Casheq FXLoss
79000270,"Unrealized Intercompany FX Gains   ",UnReal Inter FXGain
79000280,"Unrealized Intercompany FX Losses  ",UnReal Inter FXLoss
79000290,Unrealized Gain on US $ den. Dbt,Unreal US $ Dbt Gain
79000295,Unrealized Loss on US $ den. Dbt,Unreal US $ Dbt Loss
88888001,Internal Order 1,Internal Order 1
88888880,Legacy Conversion - GL,Lgcy Conv. GL
88888881,Legacy Conversion -AR,Lgcy. Conv- AR
88888882,Legacy Conversion -AP,Lgcy. Conv. AP
88888883,Legacy Conversion -Assets,Lgcy. Conv- Asset
88888884,Legacy Conversion -BANK,Lgcy. Conv- Bank.
88888885,Legacy Conversion -XX,Lgcy. Conv. XX
88888886,Legacy Conversion -Warranty,Lgcy. Conv. XXX
90000000,"Zero Balancing Account                            ",Zero Balancing Acc
90100009,STAT: Acquisitions,Acquisitions
90100010,STAT: Accounts Receivable - Acquired,AR-Acq
90100011,STAT: Inventories - Acquired,Inventories-Acq
90100012,STAT: Prepaid Expenses - Acquired,Prepaid-Acq
90100013,STAT: Other short term assets - Acquired,Other ST asset-Acq
90100014,STAT: Fixed Assets - Acquired,Fixed Assets-Acq
90100015,STAT: Intangibles - Acquired,Intangibles-Acq
90100016,STAT: Other Assets - Acquired,Other Assets-Acq
90100017,STAT: Goodwill - Acquired,Goodwill-Acq
90100018,STAT: Accounts Payable - Acquired,AP-Acq
90100019,STAT: Accrued Liabilities - Acquired,Accrued Liab-Acq
90100020,STAT: Current Portion of Lease Liability - Acquired,ST Lease Liab-Acq
90100021,STAT: Current Portion of Earn-out Liability - Acquired,ST Earnout Liab-Acq
90100022,STAT: Current portion of Provision - Acquired,ST Provision-Acq
90100023,STAT: Current portion of Unearned Revenue - Acquired,ST Unearned Rev-Acq
90100024,STAT: Lease Liability - Acquired,LT Lease Liab-Acq
90100025,STAT: Earn-out Liability - Acquired,LT Earnout Liab-Acq
90100026,STAT: Provision - Acquired,LT Provision-Acq
90100027,STAT: Unearned Revenue - Acquired,LT Unearned Rev-Acq
90100028,STAT: External interest paid,External Int paid
90100031,STAT: Income tax paid,Income tax paid
90100001,CF: Finance Contract-Internal,CF: Finance Contr
90100002,CF: FC-Total,CF: FC-Total
99000001,STAT: Mileage km claimed,STAT: Mileage km cl
99000002,STAT: Mileage km contra,STAT: Mileage km con
79000400,FX:Gain/Loss on US$ Cash Trans,FX:Gain/Loss on
12200520,Investment in RCLP,Investment in RCLP
15400845," IA: Cust Rltp Ext WH Summitt2 ","IA:Cst Rl WH Sumit2 "
15400846," IA: Cust Rltp Ext HVAC Summitt2 ","IA:Ct Rl HVAC Smit2 "
15400847," IA: Cust Rltp Ext CPP Summitt2 ","IA:Cst Rl CPP Smit2 "
15400880,IA:Customer Relationships WH,IA:Cust Relp WH
15400810,IA:Brand,IA:Brand
15400860,"IA: Club Membership (CPP) ","IA: Club Mem CPP "
16400845," AA: Cust Rltp Ext WH Summitt2 ","AA:Cst Rl WH Sumit2 "
16400846," AA: Cust Rltp Ext HVAC Summitt2 ","AA:Ct Rl HVAC Smit2 "
16400847," AA: Cust Rltp Ext CPP Summitt2 ","AA:Cst Rl CPP Smit2 "
16400880,AA:Customer Relationships WH,AA:Cust Relp WH
16400810,AA:Brand,AA:Brand
16400860,"AA: Club Membership (CPP) ","AA: Club Mem CPP "
74400845," Amort: Cust Rltp Ext WH Summitt2 ","Am:Cst Rl WH Sumit2 "
74400846," Amort: Cust Rltp Ext HVAC Summitt2 ","Am:Ct Rl HVAC Smit2 "
74400847," Amort: Cust Rltp Ext CPP Summitt2 ","Am:Cst Rl CPP Smit2 "
74400880,Amort:Customer Relationships WH,Amort:Cust Relp WH
74400810,Amort:Brand,Amort:Brand
74400860,"Amort: Club Membership (CPP) ","Amort: Club Mem CPP "
24025041,DEBT:Sr Note CDN 300M-Def cost,DEBT:Sr NtCDN 300M-D
90100003,STAT: Senior Secured Credit Facilities - Drawings,Sr Sec Cr Fac-Draw
90100004,STAT: Senior Secured Credit Facilities - Repayments,Sr Sec Cr Fac-Repay
90100005,STAT: Senior Secured Notes - Drawings,Sr Sec Notes-Draw
90100006,STAT: Senior Secured Notes - Repayments,Sr Sec Notes-Repay
12200720,Invest in 1925660 Ont Ltd,Inv in 1925660 On Ld
10100700,BK:RBC RLP CAD Confirmed Cash 1069384,"RBC RLP CAD CC "
10100701,BK:RBC RLP CAD Incoming Clearing,RB RLP CAD  In Clg
10100702,BK:RBC RLP CAD Outgoing Clearing,RBC RLP CAD Out Clg
10107010,BK:HSBC RLP Dep Confirmed Cash 29670500001,BK:HSBC RLP  Dep CC
10107011,BK:HSBC RLP Dep Incoming Clearing,HSBC RLP  Dep In Clg
10107012,BK:HSBC RLP Dep Outgoing Clearing,HSBC RLP  Dep Ot Clg
10107020,BK:HSBC RLP USD Confirmed Cash 29670500070,BK:HSBC RLP  USD CC
10107021,BK:HSBC RLP USD Outgoing Clearing,HSBC RLP  USD In Clg
10107022,BK:HSBC RLP USD Incoming Clearing,HSBC RLP  USD Ot Clg
10107100,BK:RBC RLP USD Confirmed Cash 4027223,BK:RBC RLP USD CC
10107101,BK:RBC RLP USD Incoming Clearing,RBC RLP USD In Clg
10107102,BK:RBC RLP USD Outgoing Clearing,RBC RLP USD Out Clg
12200730,Invest in Rel US HldngsI,Inv in Rel US HdngsI
24014400,DEBT: Short Term Loan,DEBT: Short Term Lan
24044424,DEBT:200M Credit Facility,DEBT:200M CF
24044425,DEBT:200M Cr Fac - DefCosts,DEBT:200M CF DefCost
24044426,DEBT:100M Term Loan,DEBT:100M Term Loan
24044427,DEBT:100M Term Loan-DefCosts,DEBT:100M TL DefCost
24024429,DEBT:300M Bridge-DefCosts,DEBT:300M Bridge-Def
24044430,DEBT: 100M Term Loan-PPD,DEBT: 100M TL PPD
24044431,DEBT: 200M Sr Cr Fac-PPD,DEBT: 200M Sr CF-PPD
24025001,DEBT: CDN 400M Notes-Def Costs,DEBT: CDN 400M N-DC
24025002,DEBT: CDN 400M Secured Notes,DEBT: CDN 400M Sec N
24025003,DEBT: CDN 350M Secured Notes,DEBT: CDN 350M Sec N
24025004,DEBT: CDN 350M Notes-Def Costs,DEBT: CDN 350M N-DC
24025005,DEBT:CDN 430M Notes (2020),DEBT:CDN 430M Notes
24025006,DEBT:CDN 430M (2020)-DefCosts,DEBT:CDN 430M N-DC
24025040,DEBT:Senior Sec Notes CDN 300M,DEBT:Ser SC CDN 300M
24025050,DEBT: Sr Sec Notes CDN $200M,DEBT: Sr SN CDN 200M
24025051,DEBT:Sr Note CDN 200M-Def Cost,DEBT: SN CDN 200M DC
24035100,AP:Accrued Fees-Credit Facilty,AP:Accrued Fees-CF
24035101,AP:Accr Int on CDN $400M,AP:Accr Int CDN 400M
24035140,AP:Accr. Int. on CDN $300M,AP:Accr. Int. on CDN
24035141,AP:Accr. Int. on CDN $430M,AP:Accr Int CDN 430M
24035150,AP:Accr. Int. on CDN $200M,AP:Accr Int CDN 200M
24035170,AP:Accr. Int. on CDN $350M,AP:Accr Int CDN 350M
73000139,Interest on CDN $350M,Int on CDN $350M
73000140,Interest on CDN $400M,Int on CDN $400M
73000146,Interest on CDN $325M,Interest on CDN $325
73000147,Interest on CDN $200M,Int on CDN $200M
73000148,Int on Sr Sec Cr Facility,Int on Sr Sec Cr Fac
73000149,Interest on CDN $300M,Int on CDN $300M
73000155,INT: Int on CDN $325M,INT: Int on CDN $325
73000156,Interest on CDN $430M (2020),Int on CDN $430M
73000157,Int on CDN $100M Term Loan,Int on CDN $100M TL
73000158,Int on CDN $200M Cr Fac,Int on CDN $200M CF
73000159,Int on CDN $300M Bridge Loan,Int on CDN $300M BL
39000131,RE:OCI-Pension Tax,OCI-Pension Tax
10108400,BK: RBC NEC Gen Bank Acct Confirmed Cash 1187400,NEC Gen Bank Acct CC
10108401,BK: RBC NEC Gen Incoming Clearing,NEC Gen In Clg
10108402,BK: RBC NEC Gen Outgoing Clearing,NEC Gen Out Clg
12200740,Invest in Rel US HldngsII,Inv in Rl US HdngsII
12200750,"Invest in RH&A, LLC","Invest in RH&A, LLC"
24025060,DEBT: Sr. Sec Notes USD 375M,DEBT: Sr. Sec Not
24025061,DEBT:SrNote USD $375M-Def Cost,DEBT:SrNote USD Def
24025081,DEBT: Embd opt US$375M,DEBT: Embd optUS
24025082,DEBT: Basis adj US$375M,DEBT: Basis adj US
24035160,AP:Accr. Int. on USD $375M,AP:Accr. Int. on USD
10107400,BK:RBC RIHLP CAD Confirmed Cash 1069426,BK:RB RIHLP CAD CC
10107401,BK:RBC RIHLP CAD Incoming Clearing,RB RIHLP CAD In Clg
10107402,BK:RBC RIHLP CAD Outgoing Clearing,RB RIHLP CAD Ot Clg
10107500,BK:RBC RIHLP USD Confirmed Cash 4027397,BK:RB RIHLP USD CC
10107501,BK:RBC RIHLP USD Incoming Clearing,RB RIHLP USD In Clg
10107502,BK:RBC RIHLP USD Outgoing Clearing,RB RIHLP USD Ot Clg
12200680,Invest in RLP,Invest in RLP
24045062,DEBT:CDN 150M Secured Notes,DEBT:CDN 150M Srd Nt
24045063,DEBT:CDN 150M Notes-Def Costs,DEBT:CDN 150M N DC
24045064,DEBT: USD 100M Secured Notes,DEBT: USD 100M Sec N
24045065,DEBT: USD 100M Def Costs,DEBT: US 100M DC
24045066,DEBT: USD 70M Secured Notes,DEBT: USD 70M Sec N
24042567,DEBT: USD 70M Def Costs,DEBT: US 70M Def Cst
24045161,AP:Accr. Int. on CDN $150M,AP:Accr Int CDN 150M
24035162,AP:Accr. Int. on USD $100M,AP:Accr Int  US 100M
24035163,AP:Accr. Int. on USD $70M,AP:Accr Int US 70M
79000300,FX: Gain/Loss on US $ den. Dbt,FX: Gain/Loss on US
73000134,AMORT: Basis adj US $375M,AMORT: Basis adj
73000135,USD $375M Make Whole Premium,USD $375M MW Prem
73000144,Interest on CDN $150M,Int on CDN $150M
73000145,Interest on USD $375M,Int on USD $375M
72000154,INT: Embd opt US$375M,INT: Embd opt US$375
73000160,Interest on USD $100M,Interest on US $100M
73000161,Interest on USD $70M,Interest on USD $70M
10107200,BK: RBC RHLP CAD Confirmed Cash 1069467,BK: RB RHLP CAD CC
10107201,BK: RBC RHLP Dep Incoming Clearing,RHLP  Dep In Clg
10107202,BK: RBC RHLP Dep Outgoing Clearing Clearing,RHLP  Dep Out Clg
10107300,BK:RBC RHLP USD Confirmed Cash 4027470,BK:RB RHLP USD CC
10107301,BK:RBC RHLP USD Incoming Clearing,RB RHLP USD In Clg
10107302,BK:RBC RHLP USD Outgoing Clearing,RB RHLP USD Ot Clg
12200710,Invest in RIHLP,Invest in RIHLP
10105100,BK: RBC Trusteeco Dep Confirmed Cash 1304872,RBC Trusteeco Dep CC
10105101,BK: RBC Trusteeco Dep Incoming Clearing,RBC Trust Dep In Clg
10105102,BK: RBC Trusteeco Dep Outgoing Clearing,RBC Trus Dep Out Clg
10105200,BK: RBC Benco Dep Confirmed Cash 1304138,RBC Benco Dep CC
10105201,BK: RBC Benco Dep Incoming Clearing,RB Benco Dep In Clg
10105202,BK: RBC Benco Dep Outgoing Clearing,RB Benco Dep Out Clg
10108600,BK:RB Rel US Hold I Inc CAD Confirmed Cash 1401363,RB RUSH I Inc CAD CC
10108601,BK:RB Rel US Hold I Inc CAD  Incoming Clearing,RB RUH I CAD  In Clg
10108602,BK:RB Rel US Hold I Inc CAD Outgoing Clearing,RB RUH I CAD Out Clg
10108500,BK:RB Rel US Hold I Inc USD Confirmed Cash 4061735,RB RUSH I Inc USD CC
10108501,BK:RB Rel US Hold I Inc USD  Incoming Clearing,RB RUH I USD  In Clg
10108502,BK:RB Rel US Hold I Inc USD Outgoing Clearing,RB RUH I USD Out Clg
90100007,STAT: Shareholder loans - Drawings,Sh loans-Draw
90100008,STAT: Shareholder loans - Repayments,Sh loans-Repay
90100029,STAT: Internal interest paid,Internal Int paid
90100030,STAT: Withholding tax on shareholder loan interest,WH tax paid
12200760,Invest in NSULC,Invest in NSULC
10107040,BK:HSBC CAN CANCO Confirmed Cash 2980429001,BK:HSBC CAN CANCO CC
10107041,BK:HSBC CAN CANCO Incoming Clearing,HSBC CAN CANC In Clg
10107042,BK:HSBC CAN CANCO Outgoing Clearing,HSBC CAN CANC Ot Clg
12200540,Units Held in Trustee Co,Unt Held in Trust Co
12200550,Investment in Benco,Investment in Benco
23000596,AP: WHolding Tax Pybl (P-N1),AP: WH Tx Pybl(P-N1)
23000597,AP: WHolding Tax Pybl (P-N2),AP: WH Tx Pybl(P-N2)
24055096,DEBT: Rich Heights (P-Note1),DEBT: Rich Height N1
24055097,DEBT: Rich Heights (P-Note2),DEBT: Rich Heis N2
24035196,AP:Accr Int Rich Heights(P-N1),AP:Accr Int Rich N1
24035197,AP:Accr Int Rich Heights(P-N2),AP:Accr Int Rich N2
73000196,INT: Int Expense (P-Note 1),INT: Int Exp - PN1
73000197,INT: Int Expense (P-Note 2),INT: Int Exp - PN2
12200670,Invest in RHLP,Invest in RHLP
16400898,AA: Intngible asset-CANCO,AA: Int asset-CANCO
15400898,IA: Intngbl Asset-CANCO,IA: Int Asset-CANCO
24025098,DEBT: Long Term Debt - CANCO,DEBT: Lng Term CANCO
73000198,INT: LT interest-CANCO,INT: LT Int -CANCO
75019698,OTH: Loss on Intangibles-CANCO,OTH: Loss on Intng C
10109800,BK: Synovus USD (Manual) 1008467753,BK: Syn USD (Manual)
15409830,IA: Reliable Intangible Assets (Manual),IA: Reliable IA Manl
16409830,AA: Reliable Intangible Assets (Manual),AA: Reliable IA-Man
74400830,AMORT: Amorti-Acquisition,AMORT: Amorti-Acq
24025007,DEBT: CDN 400M (2028) Secured Notes,DEBT: 400M(2028)SecN
24025008,DEBT: CDN 400M (2028) Notes-Def Costs,DEBT: 400M(2028) DC
24035142,AP:Accr Int on CDN $400M (2028),AP:AccrInt400M(2028)
73000199,Interest on CDN $400M (2028),Int on $400M(2028)
90100032,STAT: Interest/Tax Paid Contra,Int/Tax Paid Contra
90100033,STAT: Acquisitions Contra,Acq Contra
90100034,STAT: Debt Proceeds/Repayments Contra,Debt Contra
90100035,STAT: Holdback,Holdback-Acq
15100510,Res RWH Tankless,Res RWH Tankless
16100510,AD: Res RWH Tankless,AD:Res RWH Tankless
74100510,DEP: Res RWH Tankless,DEP:Res RWH Tankless
15109510,Res RWH Tankless (Manual),Res RWH Tankless -Ma
16109510,AD: Res RWH Tankless (Manual),AD:Res RWH TANK -Man
15100600,Rental Waterpurification,Rental WP
16100600,AD: Rental Waterpurification,AD:Rental WP
74100600,DEP: Rental Waterpurification,DEP:Rental WP
15109600,Rental Waterpurification (Manual),Rental WP - Manual
16109600,AD: Rental Waterpurification (Manual),AD:Rental WP -Manual
24034434,AP:Accr. Int. on CDN 70M,AP:Accr Int CDN 70M
24044432,DEBT: CDN 70M Term Loan,DEBT:CDN 70M Term Ln
24044433,DEBT: CDN 70M Term Loan-DefCosts,DEBT:CDN 70M Def Cst
73000162,Interest on CDN 70M,Int on CDN 70M
88888887,Lgcy. Conv- AR Solomon,Lgcy. Conv- AR Solom
15400848,IA: Cust Rltp Ext WH Simply Green Crown 2,IA: WH Simply Gr CC2
15400849,IA: Cust Rltp Ext HVAC Simply Green Crown 2,IA: HVAC Simp Gr CC2
16400848,AA: Cust Rltp Ext WH Simply Green Crown 2,AA: WH Simply Gr CC2
16400849,AA: Cust Rltp Ext HVAC Simply Green Crown 2,AA: HVAC Simp Gr CC2
74400848,Amort: Cust Rltp Ext WH Simply Green Crown 2,AM: WH Simply Gr CC2
74400849,Amort: Cust Rltp Ext HVAC Simply Green Crown 2,AM: HVAC Simp Gr CC2
23000516,AP:Current Tax Payable,AP:Curr Tax Pay
70000532,TAX:Current Tax Expense,TAX:Curr Tax Exp
15400850,IA: Cust Rltp Ext WH Genesis 2,IA: WH Gen 2
15400851,IA: Cust Rltp Ext HVAC Genesis 2,IA: HVAC Gen 2
16400850,AA: Cust Rltp Ext WH Genesis 2,AA: WH Gen 2
16400851,AA: Cust Rltp Ext HVAC Genesis 2,AA: HVAC Gen 2
74400850,Amort: Cust Rltp Ext WH Genesis 2,AM: WH Gen 2
74400851,Amort: Cust Rltp Ext HVAC Genesis 2,AM: HVAC Gen 2
24044434,DEBT: CDN 100M Term Loan LT,DEBT: CDN 100M Loan
24044435,DEBT: CDN 100M Def Costs LT,DEBT: CDN 100M DC
24044436,DEBT: USD 100M Term Loan LT,DEBT: USD 100M Loan
24044437,DEBT: USD 100M Def Costs LT,DEBT: USD 100M DC
24044438,DEBT:CDN 150M Term Loan LT,DEBT: CDN 150M Loan
24044439,DEBT:CDN 150M Def Costs LT,DEBT: CDN 150M DC
24044440,AP:Accr. Int. on CDN $150M LT,AP:Accr Int CDN 150M
12000002,AR Ban Conversion Ac,AR Banner Conversion Account
12000003,AR Sol Conversion Ac,AR Solomon Conversion Account
12000004,AR Conv. Clearing,AR Conversion - Clearing- Payment on Account
21004130,AP: Rental Unapplied,AP: SAP Rental Unapplied Payments
10104811,RBC ISU Disb In Clg,BK:RBC ISU-CUST REFUND Disb. Incoming Clng 1136274
10104812,RBC ISU Disb Out Clg,BK:RBC ISU-CUST REFUND Disb. Outgoing Clng 1136274
75000467,REV: Buyouts Proceed,REV: Buyouts Proceeds
10101666,BK:RBC Banner Incoming Clearing,BK:RBC BANNER INCOMING CL
12000005,AR: Clarification Account,AR: CLARIFICATION ACCOUNT
12000006,AR: Clarification Account One time Sale,AR: CLARIFICATION ACCOUNT
24069000,FICA Balancing Acc,FICA Balancing Account
15400854,IA: Cust Rltp Ext WH Project Bonsai,IA: WH Proj Bonsai
15400855,IA: Cust Rltp Ext HVAC Project Bonsai,IA: HVAC Proj Bonsai
15400856,IA: Cust Rltp Ext WP Project Bonsai,IA: WP Proj Bonsai
16400854,AA: Cust Rltp Ext WH Project Bonsai,AA: WH Proj Bonsai
16400855,AA: Cust Rltp Ext HVAC Project Bonsai,AA: HVAC Proj Bonsai
16400856,AA: Cust Rltp Ext WP Project Bonsai,AA: WP Proj Bonsai
74400854,Amort: Cust Rltp Ext WH Project Bonsai,AM: WH Proj Bonsai
74400855,Amort: Cust Rltp Ext HVAC Project Bonsai,AM: HVAC Proj Bonsai
74400856,Amort: Cust Rltp Ext WP Project Bonsai,AM: WP Proj Bonsai
15100640,EV Chargers,EV Chargers
15109640,EV Chargers (Manual),EV Chargers (Manual)
16100640,AD: EV Chargers,AD: EV Chargers
16109640,AD: EV Chargers (Manual),AD: EV Chargers (M)
74100640,DEP: EV Chargers,DEP: EV Chargers
15200833,Cust Rltp Int Gen Comm,Cust Rl Int Gen Comm
16200833,AD:CustRltp IntGen Comm,AD:CustRltp IntGen C
15000020,Tools,Tools
16000020,AD:Tools,AD:Tools
15200833,Cust Rltp Int Gen Comm,Cust Rl Int Gen Comm
16200833,AD:CustRltp IntGen Comm,AD:CustRltp IntGen C
